64.0	64.0	3.303631	4.243027
128.0	64.0	2.071732	2.395353
192.0	64.0	0.818359	2.203524
256.0	64.0	0.014021	2.318652
320.0	64.0	0.160433	-1.260744
384.0	64.0	-2.255584	-0.527482
448.0	64.0	-3.675115	-1.501907
64.0	128.0	3.547291	3.864138
128.0	128.0	2.89204	1.722996
192.0	128.0	2.316835	2.144372
256.0	128.0	1.267607	0.33218
320.0	128.0	0.561371	-0.91086
384.0	128.0	-1.259008	-2.332402
448.0	128.0	-1.070431	-3.07232
64.0	192.0	5.362085	2.624949
128.0	192.0	4.476352	1.562493
192.0	192.0	2.840043	0.300601
256.0	192.0	2.046438	-0.605959
320.0	192.0	0.517411	-1.636534
384.0	192.0	0.301792	-2.972295
448.0	192.0	-0.420348	-4.539868
64.0	256.0	5.73987	1.608974
128.0	256.0	5.083185	0.674276
192.0	256.0	4.165625	-0.514493
256.0	256.0	3.278548	-1.535285
320.0	256.0	2.364221	-2.0491
384.0	256.0	0.83767	-4.014574
448.0	256.0	0.518742	-4.400528
64.0	320.0	7.01604	1.338902
128.0	320.0	6.554474	-0.441233
192.0	320.0	4.81161	-1.506818
256.0	320.0	4.339962	-2.237604
320.0	320.0	3.014557	-4.608754
384.0	320.0	1.827661	-5.385822
448.0	320.0	2.236731	-5.763948
64.0	384.0	7.893304	-0.462415
128.0	384.0	7.024879	-2.135356
192.0	384.0	6.579921	-2.875171
256.0	384.0	5.078948	-3.339944
320.0	384.0	4.077918	-4.683207
384.0	384.0	1.716969	-5.476013
448.0	384.0	2.670162	-5.655754
64.0	448.0	9.117499	-1.074009
128.0	448.0	7.899183	-1.343223
192.0	448.0	7.022246	-3.740686
256.0	448.0	6.614771	-4.559147
320.0	448.0	4.817709	-5.085689
384.0	448.0	4.794137	-7.232206
448.0	448.0	3.719612	-6.819798
