64.0	64.0	3.409928	5.46874
128.0	64.0	3.333989	2.801784
192.0	64.0	2.141658	2.687935
256.0	64.0	0.289314	1.773477
320.0	64.0	-0.247911	0.683575
384.0	64.0	-1.445872	-0.70353
448.0	64.0	-3.287339	-0.65139
64.0	128.0	3.069685	3.269836
128.0	128.0	3.754861	3.747711
192.0	128.0	2.789301	2.229127
256.0	128.0	1.220294	2.199959
320.0	128.0	0.497099	-0.23128
384.0	128.0	-0.609183	-1.225182
448.0	128.0	-0.599839	-2.280151
64.0	192.0	5.51183	4.212707
128.0	192.0	5.282683	2.052366
192.0	192.0	4.061244	1.228669
256.0	192.0	2.558653	0.092795
320.0	192.0	1.034898	-1.110721
384.0	192.0	-0.105678	-2.003141
448.0	192.0	0.07009	-3.475966
64.0	256.0	5.186031	2.745518
128.0	256.0	6.366123	1.326961
192.0	256.0	4.55174	-0.117543
256.0	256.0	3.713587	-1.192554
320.0	256.0	2.485685	-2.776994
384.0	256.0	1.367802	-3.395922
448.0	256.0	0.591292	-3.547899
64.0	320.0	7.183431	1.077717
128.0	320.0	7.190229	0.124663
192.0	320.0	5.287212	-0.504655
256.0	320.0	4.23947	-2.72981
320.0	320.0	3.66313	-2.17293
384.0	320.0	2.759474	-4.147406
448.0	320.0	2.002659	-5.282189
64.0	384.0	8.81515	0.099649
128.0	384.0	7.114599	-1.477527
192.0	384.0	7.130324	-2.317547
256.0	384.0	5.692594	-3.038237
320.0	384.0	3.967692	-4.837992
384.0	384.0	3.581435	-5.015797
448.0	384.0	1.543476	-6.107257
64.0	448.0	8.881078	-0.667388
128.0	448.0	9.306162	-1.482746
192.0	448.0	7.070846	-2.830729
256.0	448.0	6.514218	-3.87642
320.0	448.0	5.92146	-5.653411
384.0	448.0	4.712527	-5.813391
448.0	448.0	4.136469	-7.924944
